ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,NumEntrenamientos,ConteoCorrecto11-14,Conteocorrecto_Target11-14,NumEntrenamientos2,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,ANT_errores_porcentaje_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Perfiles,Perfiles_sindistac
111,0,1,1,3,7,86,0,9.7,12,0,3,1,0,1,1,0,4.692307692,5.769230769,6.384615385,4.384615385,5.538461538,2.923076923,2.25,2.833333333,3.5,3.769230769,5.846153846,6.461538462,5.615384615,6.454545455,6.111111111,3.6,5.214285714,5.648515929,3.63974359,4.948717949,6.160644911,11.80555556,6.802721088,6.802721088,88.19444444,1,-102,164.5,-56,2,2
113,0,1,2,4,8,97,1,8.9,12,1,3,1,1,1,1,1,4.461538462,4.615384615,5.538461538,3.923076923,5.615384615,3.076923077,3.166666667,2.583333333,3.333333333,3.923076923,5.615384615,5.230769231,5.75,4.666666667,4.888888889,4.4,4.714285714,4.987264957,3.724358974,4.538461538,5.134081197,8.333333333,2.040816327,8.163265306,91.66666667,1,76.5,85.5,219,2,2
116,0,1,2,4,8,96,1,9,12,1,3,1,1,1,1,1,5.076923077,5.461538462,5.230769231,4.384615385,5.461538462,3.230769231,4.166666667,3.25,4.666666667,4.769230769,4.153846154,3.769230769,5.615384615,4.666666667,3.777777778,5.2,4.285714286,4.605811966,4.201282051,4.807692308,4.457264957,4.166666667,0,6.12244898,95.83333333,1,44,67,28.5,0,0
122,0,1,2,4,8,96,0,9.8,13,0,3,1,0,1,1,0,6,4.846153846,5.307692308,4.692307692,6.076923077,3.846153846,5,2.583333333,3.5,4.076923077,4.538461538,4.846153846,4.538461538,5.166666667,5.111111111,5.4,5.214285714,5.012478632,3.93974359,5.128205128,4.915598291,8.333333333,2.040816327,8.163265306,91.66666667,1,157.5,84,137,2,2
124,0,1,2,4,8,96,0,9.4,12,1,3,1,1,1,1,1,3.307692308,4.923076923,5.307692308,4.384615385,5.615384615,1.846153846,5.5,3.583333333,4.833333333,3.846153846,5.923076923,5.846153846,5.769230769,5.5,4.777777778,5.8,5.142857143,5.538632479,4.737179487,4.230769231,5.473290598,11.11111111,2.040816327,10.88435374,88.88888889,1,29,10.5,143,3,3
129,0,1,2,4,7,92,0,8.6,14,0,3,1,0,1,0,0,4.153846154,3.692307692,3.153846154,3.615384615,4.384615385,3.076923077,3.583333333,4.25,3.583333333,2.461538462,4.615384615,4.692307692,5.076923077,5.083333333,4.444444444,4.4,4.428571429,4.739401709,3.698717949,3.679487179,4.824252137,36.80555556,27.21088435,10.88435374,63.19444444,1,160.5,84,211.5,2,0
131,0,1,2,4,7,84,0,8.5,13,1,3,1,1,2,1,1,4.384615385,3.923076923,4.083333333,4.076923077,4.384615385,3.230769231,3.916666667,4.25,3.75,4.076923077,3.692307692,4.25,4.416666667,4.666666667,3.777777778,4.2,3.928571429,4.262222222,3.937179487,4.013888889,4.277777778,31.94444444,8.163265306,25.17006803,68.05555556,1,-34.5,37.5,20,0,0
133,0,1,2,4,7,91,1,9.6,12,1,3,1,1,3,1,1,5.307692308,5.769230769,5.769230769,5.692307692,6.384615385,1.461538462,2.5,1.833333333,4,3.153846154,5.923076923,6.384615385,5,6.25,5.444444444,5,5.285714286,5.615811966,3.482051282,5.064102564,5.769764957,4.861111111,0,6.802721088,95.13888889,1,11.5,121,53,2,2
134,0,1,2,4,7,88,1,7.6,19,0,3,0,0,3,0,0,4.769230769,5.076923077,3.846153846,3.923076923,4.230769231,3.307692308,4.25,3.416666667,3.5,3,4.692307692,3.923076923,4.461538462,3.833333333,3.444444444,4.8,3.928571429,4.092478632,3.771794872,4.192307692,3.915598291,18.05555556,0.680272109,19.04761905,81.94444444,1,32.5,42,138,0,0
135,0,1,2,4,,,1,7.3,12,1,3,1,1,1,1,1,4.538461538,5.384615385,5,4.384615385,5.538461538,3.307692308,4.5,4.166666667,3.166666667,4.153846154,5.307692308,4.615384615,4.923076923,5.25,4.888888889,4.8,4.857142857,4.895470085,4.258974359,4.692307692,4.919337607,4.861111111,2.721088435,4.081632653,95.13888889,1,143,-36,30,2,2
138,0,1,2,4,8,98,1,9.1,11,1,3,1,1,2,0,0,5.384615385,6.461538462,5.769230769,5.923076923,6.153846154,1.307692308,3.083333333,3.181818182,4.083333333,3.846153846,5.307692308,3.461538462,5.615384615,3.833333333,5.222222222,3.6,4.642857143,4.346495726,3.9004662,5.166666667,4.533119658,6.25,0,8.163265306,93.75,1,42.5,84.5,91,0,0
140,0,1,2,4,8,96,1,8.3,12,1,3,1,1,1,1,1,3.538461538,4.846153846,4.846153846,3.769230769,5.615384615,4.538461538,3.833333333,3.666666667,4.5,4.076923077,3.923076923,4.923076923,5.307692308,5.083333333,5,4,4.642857143,4.862820513,4,4.525641026,5.078525641,16.66666667,0,18.36734694,83.33333333,1,64,21,159,2,2
141,0,1,2,4,8,96,0,8.7,12,1,3,1,1,3,1,1,4.461538462,4.384615385,4.461538462,4.384615385,5.538461538,4.153846154,5.833333333,4.916666667,5.25,4.076923077,4,4.307692308,4.615384615,6,3.555555556,4.6,3.928571429,4.615726496,4.815384615,4.564102564,4.61965812,6.25,2.721088435,5.442176871,93.75,1,165,20,-100.5,1,1
143,0,1,2,4,7,84,0,9.3,12,0,3,1,0,1,1,0,4,4.75,4.583333333,4.111111111,5.076923077,4.615384615,3.916666667,3.545454545,4.571428571,3.545454545,3.916666667,4.25,5.25,4.1,4.555555556,4.25,4.461538462,4.481111111,3.899134199,4.522792023,4.538888889,18.05555556,9.523809524,10.20408163,81.94444444,1,191,65,197.5,0,0
148,0,1,2,4,7,94,1,7.2,12,1,3,1,1,2,1,1,5,5.615384615,6.615384615,3.846153846,5.615384615,4.384615385,3.5,3.666666667,4.916666667,6.153846154,3.615384615,4.083333333,5.5,6,5,4.2,4.714285714,4.956666667,4.370512821,5.179487179,5.145833333,10.41666667,1.360544218,10.88435374,89.58333333,1,60,51.5,90.5,3,3
149,0,1,2,4,7,94,0,8.4,11,1,3,1,1,2,0,0,5.230769231,4.923076923,4.615384615,4.923076923,5.692307692,3.538461538,4.166666667,3.833333333,4.666666667,3.769230769,4.384615385,3.615384615,4.307692308,4.166666667,2.777777778,4,3.214285714,3.773504274,4.164102564,4.820512821,3.716880342,20.13888889,14.28571429,7.482993197,79.86111111,1,40,106,112.5,0,0
155,0,1,2,5,8,96,1,9,12,0,3,1,0,2,1,0,6.25,5.846153846,5.727272727,5.363636364,6.923076923,3.833333333,4.75,5.166666667,3.625,3.5,5.25,3.416666667,5.6,4.6,4,3.4,3.785714286,4.203333333,4.458333333,5.657245532,4.404166667,4.166666667,0,6.12244898,95.83333333,1,-29,179.5,125.5,1,1
159,0,1,2,5,7,88,0,8,12,1,3,1,1,2,1,1,5.230769231,6.307692308,4.538461538,4.461538462,5.153846154,1.923076923,2.833333333,3.272727273,3.333333333,3,6.692307692,6.230769231,6.307692308,6,4.555555556,5.8,5,5.778803419,3.826340326,4.602564103,5.773504274,10.41666667,2.721088435,9.523809524,89.58333333,1,-117.5,47,-103.5,2,2
174,0,1,2,5,7,88,0,8.5,12,1,3,1,1,1,1,1,4.846153846,5.692307692,4.153846154,4.230769231,5.384615385,3.833333333,4.916666667,3.5,4.083333333,3.615384615,3.846153846,4.538461538,5.615384615,5.333333333,3.777777778,5,4.214285714,4.852991453,3.992307692,4.69017094,4.816239316,4.861111111,2.721088435,4.081632653,95.13888889,1,14.5,16,84,2,0
177,0,1,2,5,7,89,0,8.1,12,0,3,1,0,2,1,0,3.75,4.4,3.7,3.166666667,4.25,3.5,5,3.5,4,3.625,6,5.181818182,5.636363636,5.25,4.857142857,4.25,4.636363636,5.035064935,4.425,3.794444444,5.231331169,,,,,0,,,,3,3
178,0,1,2,5,,,1,9.2,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5.555555556,0,7.482993197,94.44444444,1,76.5,54.5,53.5,NA,NA
184,0,1,2,6,7,84,1,8.3,18,1,3,0,0,1,0,0,4.538461538,4.615384615,4.923076923,4.461538462,5.538461538,4.615384615,5.181818182,4.545454545,4.666666667,5,4.615384615,3,4.583333333,4.75,3.444444444,4,3.642857143,3.955555556,4.801864802,4.782051282,3.944444444,7.638888889,0,9.523809524,92.36111111,1,115,1.5,93,1,1
185,0,1,2,6,7,89,1,8.4,12,0,3,1,0,1,1,0,5,6,5.846153846,5.384615385,5.307692308,2.692307692,3.545454545,4.083333333,3.25,4.153846154,5.153846154,4.384615385,4.666666667,3.727272727,2.444444444,4,3,3.844599845,4.037296037,5.038461538,3.805749806,10.41666667,3.401360544,8.843537415,89.58333333,1,-14,73,242.5,0,0
186,0,1,2,6,8,97,1,9.5,12,0,3,1,0,1,1,0,4.230769231,3.923076923,4.538461538,3.384615385,4,4.923076923,6,4.416666667,4,4.076923077,5.692307692,4.923076923,4.615384615,5.416666667,5.222222222,4.8,5.071428571,4.995470085,4.837179487,4.166666667,5.044337607,6.25,1.360544218,6.802721088,93.75,1,-35.5,-57.5,141,3,3
195,0,1,2,6,7,84,0,8.5,11,0,3,1,0,2,0,0,4.846153846,5.153846154,4.538461538,3.923076923,5.692307692,4.615384615,5.083333333,5.166666667,5.166666667,4.769230769,3.846153846,3.153846154,5.461538462,5.5,3.555555556,2.6,3.214285714,4.054188034,4.806410256,4.794871795,4.417735043,,,,,0,,,,1,1
197,0,1,2,6,,,0,8.7,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,4.861111111,2.040816327,4.761904762,95.13888889,1,99,3,167.5,NA,NA
199,0,1,2,6,8,97,1,9,11,1,3,1,1,1,0,0,4.846153846,5.769230769,4.846153846,5.615384615,6.384615385,3.769230769,5.333333333,3.666666667,3.75,5.230769231,5.846153846,4.692307692,5.333333333,6.083333333,4.777777778,4.6,4.714285714,5.097350427,4.765384615,5.205128205,5.221688034,9.027777778,0.680272109,10.20408163,90.97222222,1,29,-8.5,116.5,3,3
202,0,1,2,6,8,96,1,9.4,12,1,3,1,1,1,1,1,4,5,4.846153846,3.846153846,4.615384615,3.923076923,3.416666667,3.5,3.583333333,3.384615385,4.615384615,4.692307692,5.384615385,4.083333333,5.222222222,4.4,4.928571429,4.756495726,3.7,4.371794872,4.845619658,6.944444444,2.040816327,6.802721088,93.05555556,1,-51.5,104.5,-100,2,2
203,0,1,2,6,8,96,0,9.3,12,0,3,1,0,1,1,0,4.923076923,5.5,4.363636364,4,5.461538462,3.615384615,5.181818182,3.916666667,4.583333333,4.538461538,4.076923077,4.076923077,4.692307692,5.583333333,4.333333333,4.4,4.357142857,4.617179487,4.459440559,4.643939394,4.671474359,9.027777778,0.680272109,10.20408163,90.97222222,1,50.5,2,-22.5,1,1
204,0,1,2,6,,,1,7.4,13,1,3,1,1,2,1,1,4.769230769,4.769230769,3.461538462,5,5.461538462,1.615384615,3.5,3,3.833333333,3.384615385,5.769230769,4.538461538,3.923076923,5.916666667,2.777777778,5.4,3.714285714,4.511196581,3.897435897,4.179487179,4.288995726,,,,,0,,,,0,0
205,0,1,2,6,8,96,0,8.7,10,1,3,0,0,1,0,0,5.846153846,6.153846154,5.230769231,5.076923077,5.692307692,1.846153846,4,4.583333333,4.5,4.692307692,5.230769231,4.307692308,5.153846154,6.083333333,4,4.4,4.142857143,4.788974359,4.601282051,4.974358974,4.886217949,34.72222222,4.761904762,31.29251701,65.27777778,1,114,202.5,114,3,3
206,0,1,2,6,,,0,8.8,12,1,3,1,1,2,1,1,4.076923077,4.692307692,4.230769231,4.307692308,5.166666667,4.076923077,4.363636364,3.583333333,4.545454545,3.153846154,4.615384615,4.230769231,4.846153846,4,4.444444444,4.2,4.357142857,4.344273504,4.052331002,4.425213675,4.38034188,9.722222222,0,11.56462585,90.27777778,1,89,110.5,72.5,0,0
207,0,1,2,6,7,95,1,9.3,12,0,3,1,0,1,1,0,5.076923077,4,5.307692308,4,5.153846154,4,4,4.416666667,4.083333333,4.846153846,4.076923077,4.416666667,4.615384615,4.916666667,3.777777778,3.8,3.785714286,4.305299145,4.284615385,4.58974359,4.431623932,16.66666667,7.482993197,10.88435374,83.33333333,1,127.5,81.5,42,0,0
208,0,1,2,6,8,96,0,9.5,12,0,3,1,0,1,1,0,4.307692308,4.384615385,3.615384615,3.923076923,5.076923077,3.769230769,5.416666667,4.916666667,4.333333333,3.923076923,4.230769231,4.3,4.692307692,5.416666667,5.333333333,5.2,5.285714286,4.988461538,4.564102564,4.179487179,4.935576923,3.472222222,2.721088435,2.721088435,96.52777778,1,130.5,-29,68,3,3
211,0,1,2,6,7,87,0,8.8,12,1,3,1,1,1,1,1,5.923076923,6.153846154,6.153846154,5.692307692,6.153846154,1.923076923,3.416666667,2.833333333,4.416666667,4.538461538,4.916666667,5.384615385,4.923076923,5.333333333,2.888888889,4,3.285714286,4.505982906,4.024358974,5.333333333,4.632478632,15.97222222,2.040816327,15.6462585,84.02777778,1,-36.5,-30,-25,0,0
214,0,1,2,6,7,92,0,8.6,17,1,3,0,0,1,0,0,3.818181818,5,3.666666667,4.384615385,5.384615385,3.076923077,4.272727273,3.363636364,6.363636364,3.692307692,5.230769231,4.615384615,4.846153846,5.416666667,5,5.2,5.083333333,5.015641026,4.584615385,4.221833722,4.969551282,8.333333333,2.721088435,7.482993197,91.66666667,1,79,97.5,194,3,3
216,0,1,2,6,7,94,0,9.4,12,0,3,1,0,2,1,0,4.923076923,4.615384615,4.384615385,3.461538462,5.461538462,4.692307692,3.583333333,5,4.583333333,5.153846154,4.384615385,4.230769231,4.923076923,5.5,3.888888889,3.8,3.857142857,4.468547009,4.541025641,4.58974359,4.635683761,4.166666667,2.040816327,4.081632653,95.83333333,1,39,32.5,39,1,1
217,0,2,1,7,6,80,0,9.6,11,0,3,1,0,2,0,0,3.461538462,4.307692308,5.153846154,4.076923077,3.769230769,5.153846154,5.166666667,4.916666667,4.75,4.461538462,4,4.083333333,4.307692308,5.5,4.777777778,4,4.5,4.533760684,4.658974359,4.320512821,4.667200855,,,,,0,,,,1,1
221,0,2,1,7,7,84,1,9.6,12,1,3,1,1,3,1,1,4.153846154,4.307692308,4.846153846,3.846153846,4.692307692,5.153846154,4.416666667,4.25,5.25,4.769230769,3.846153846,6,4.230769231,5.25,4.555555556,5.4,4.857142857,5.087264957,4.506410256,4.5,5.009081197,35.41666667,8.163265306,28.57142857,64.58333333,1,-200.5,108,27,3,3
223,0,2,1,7,,,0,9.3,,,3,NA,NA,NA,NA,NA,5.461538462,5.461538462,4.461538462,4.416666667,4.769230769,5.538461538,4.75,5.916666667,5.090909091,4.615384615,5.230769231,5.538461538,4.923076923,5,5.333333333,5.8,5.5,5.318974359,5.120745921,5.018162393,5.198717949,14.58333333,10.20408163,6.12244898,85.41666667,1,151,102.5,158.5,3,3
226,0,2,1,7,6,75,1,9,,,3,NA,NA,NA,NA,NA,4.846153846,4.083333333,5.076923077,4.307692308,4.307692308,4.846153846,4.666666667,5.166666667,4.5,4.307692308,4.538461538,4.769230769,4,5.909090909,5.333333333,4.6,5.071428571,4.922331002,4.635897436,4.577991453,5.002913753,45.13888889,13.60544218,31.97278912,54.86111111,1,93,-53,-592.5,3,3
227,0,2,1,7,6,75,1,9,10,0,3,0,0,2,0,0,4,4.363636364,4.416666667,4.083333333,4.333333333,4.5,4.363636364,4.636363636,4.444444444,3.833333333,3.555555556,4.307692308,5.153846154,4.636363636,4.857142857,4.4,4.666666667,4.671008991,4.166666667,4.282828283,4.738761239,,,,,0,,,,0,0
229,0,2,1,7,6,81,0,9.3,12,1,3,1,1,2,1,1,4.615384615,4.538461538,5.692307692,4.538461538,4.153846154,4.769230769,4.333333333,4.916666667,5,4.461538462,4.538461538,4.307692308,4.615384615,5.666666667,4.777777778,6.2,5.285714286,5.113504274,4.65,4.717948718,4.841880342,32.63888889,8.163265306,25.85034014,67.36111111,1,-65.5,5,321,3,3
230,0,2,1,7,6,82,0,9.3,10,1,3,0,0,2,0,0,4.818181818,4,5.076923077,4.692307692,3.230769231,4.692307692,4.083333333,4.545454545,3.916666667,4.166666667,4.923076923,4.461538462,4.384615385,5.166666667,4.777777778,5,4.857142857,4.758119658,4.327039627,4.418414918,4.697649573,22.22222222,10.20408163,13.60544218,77.77777778,1,-99,-11,17,3,1
231,0,2,1,7,7,84,1,9.3,13,1,3,1,1,1,1,1,4.75,4.083333333,5.153846154,4.076923077,4.083333333,4.846153846,5.166666667,4.5,4.833333333,4.75,4.307692308,5.615384615,4.615384615,5.181818182,4.666666667,5.2,4.857142857,5.055850816,4.711538462,4.498931624,5.01981352,11.11111111,6.12244898,6.802721088,88.88888889,1,47.5,-40.5,-30.5,3,3
232,0,2,1,7,6,75,0,8.3,12,0,3,1,0,1,1,0,3.384615385,4.153846154,6.083333333,3.846153846,5.153846154,3.833333333,5.5,3.909090909,4,3.692307692,4.5,4.230769231,4.076923077,4.363636364,4.25,6.4,5.076923077,4.664265734,4.32027972,4.409188034,4.230332168,27.08333333,12.24489796,15.6462585,72.91666667,1,-24.5,-106,318.5,1,1
235,0,2,1,7,7,84,1,9.3,12,1,3,1,1,1,1,1,4.692307692,4.307692308,5,4.769230769,4.75,4.538461538,4.916666667,5,6.181818182,3.230769231,4.538461538,4.307692308,3.916666667,5,5.375,5.2,5.307692308,4.759871795,4.773543124,4.676282051,4.649839744,2.777777778,0.680272109,4.081632653,97.22222222,1,2,51,104.5,3,1
236,0,2,1,7,6,76,0,9.6,13,1,3,1,1,1,1,1,4.307692308,3.769230769,5.384615385,4.615384615,5.615384615,3.538461538,4.833333333,5.25,4.75,4.615384615,4.923076923,4.153846154,3.538461538,4.909090909,4.666666667,5,4.785714286,4.453613054,4.874358974,4.538461538,4.317016317,15.97222222,8.843537415,8.843537415,84.02777778,1,39,-4,92.5,1,1
238,0,2,1,7,6,82,0,9,11,1,3,1,1,1,0,0,4.538461538,4.5,4.461538462,4.363636364,3.307692308,5,3.416666667,4.666666667,4.583333333,4.153846154,4.583333333,5.384615385,4.923076923,6.333333333,4.444444444,5.4,4.785714286,5.297094017,4.280769231,4.361888112,5.271367521,15.97222222,7.482993197,10.20408163,84.02777778,1,94.5,-0.5,68,2,2
239,0,2,1,7,6,76,1,9.3,,,3,NA,NA,NA,NA,NA,4,4.692307692,5.307692308,5.307692308,3.769230769,3.230769231,4.25,4,3.916666667,2.846153846,4.166666667,5.076923077,4.692307692,4.272727273,5,4.6,4.857142857,4.728391608,3.835897436,4.384615385,4.76048951,13.19444444,4.761904762,10.20408163,86.80555556,1,138.5,80.5,18,2,0
242,0,2,1,7,7,84,1,9,13,0,3,1,0,2,1,0,4.769230769,5.153846154,5.307692308,4.916666667,5.090909091,5.5,4.25,4.090909091,5.25,4.538461538,4.909090909,4.615384615,4.230769231,6.25,5.222222222,5,5.142857143,5.063675214,4.607692308,5.123057498,5.079594017,25,8.843537415,17.68707483,75,1,43.5,75,123.5,3,3
243,0,2,1,7,6,81,0,9.3,14,0,3,1,0,2,0,0,3.615384615,3.461538462,5.461538462,4.461538462,4.307692308,5.538461538,4.75,4.25,4.25,4.076923077,5.846153846,4.692307692,4.461538462,5.75,4.444444444,5.6,4.857142857,4.98965812,4.634615385,4.474358974,4.83707265,37.5,10.20408163,27.89115646,62.5,1,-14,-97.5,-103.5,3,3
244,0,2,1,7,6,77,0,9,13,1,3,1,1,2,1,1,7,4.083333333,5.307692308,4.384615385,4.230769231,4.615384615,3.833333333,3.333333333,4.583333333,4.846153846,4.230769231,3,3.818181818,4.583333333,4.333333333,5.6,4.785714286,4.266969697,4.165384615,4.936965812,3.933712121,27.08333333,9.523809524,19.04761905,72.91666667,1,224.5,124,101.5,0,0
245,0,2,1,7,,,1,9.6,12,0,3,1,0,1,1,0,4.538461538,5.461538462,3.769230769,4.769230769,5.076923077,4.538461538,5.5,5.083333333,4.5,4.461538462,4.666666667,5.307692308,4.384615385,5.083333333,3.444444444,4,3.642857143,4.444017094,4.842307692,4.692307692,4.555021368,6.25,2.040816327,6.12244898,93.75,1,35.5,-12,139.5,1,1
246,0,2,1,7,6,72,1,9.3,,,3,NA,NA,NA,NA,NA,4.384615385,3.909090909,4.454545455,4.833333333,4.727272727,4.416666667,4.1,4.166666667,4.166666667,5.615384615,5,4.846153846,4.307692308,4.583333333,4.666666667,4,4.428571429,4.480769231,4.60974359,4.454254079,4.600961538,50,1.360544218,49.65986395,50,1,102,-12,93,1,1
247,0,2,2,8,,0,0,9.4,12,1,3,1,1,1,1,1,5.538461538,3.583333333,6,5.615384615,5,5.384615385,5,5,5.545454545,3.923076923,3.615384615,4.846153846,5,5.333333333,5.111111111,6,5.428571429,5.258119658,4.616783217,5.186965812,5.072649573,6.25,0,8.163265306,93.75,1,106.5,-31.5,136,3,3
248,0,2,2,8,,0,0,9.5,15,0,3,0,0,2,0,0,4.153846154,4.923076923,5.230769231,4.384615385,3.333333333,4.538461538,4.916666667,4,4.583333333,3.307692308,4.538461538,3.769230769,4.461538462,4.916666667,4.555555556,5.6,4.928571429,4.660598291,4.269230769,4.427350427,4.425747863,7.638888889,1.360544218,8.163265306,92.36111111,1,112,82.5,172,0,0
252,0,2,2,8,,0,0,8.8,12,0,3,1,0,1,1,0,5.333333333,4.333333333,5.461538462,3.615384615,4.692307692,4.230769231,4.583333333,4.333333333,4.583333333,4.538461538,4.769230769,4.769230769,4.923076923,4.583333333,5,5.4,5.142857143,4.935128205,4.561538462,4.611111111,4.818910256,4.166666667,2.040816327,3.401360544,95.83333333,1,43,-52,161,3,1
253,0,2,2,8,,0,1,8.2,12,1,3,1,1,2,1,1,4.7,4.230769231,5.461538462,4.25,4.384615385,5.153846154,4.25,5.083333333,4.166666667,5.818181818,4.846153846,4.384615385,4.666666667,4.727272727,4.777777778,5,4.857142857,4.711266511,4.832867133,4.696794872,4.639083139,28.47222222,5.442176871,24.48979592,71.52777778,1,13,58.5,128,3,1
258,0,2,2,8,,0,1,9.6,,,3,NA,NA,NA,NA,NA,3.923076923,4,5.25,3.692307692,4.615384615,4.538461538,4.833333333,5.083333333,4.75,4,4.692307692,5.615384615,4.769230769,4.333333333,4.666666667,5,4.785714286,4.876923077,4.671794872,4.336538462,4.846153846,9.722222222,0,11.56462585,90.27777778,1,46.5,21,141,3,3
259,0,2,2,8,,0,1,9.4,12,1,3,1,1,2,1,1,4.545454545,5.384615385,4.692307692,4.25,4.769230769,3.692307692,6,3.75,4.363636364,3.75,5.846153846,4.846153846,5.25,5,3.333333333,4,3.571428571,4.485897436,4.741958042,4.555652681,4.607371795,10.41666667,4.761904762,7.482993197,89.58333333,1,12.5,8,135,1,1
262,0,2,2,8,,0,1,9.7,11,1,3,1,1,2,0,0,4.75,3.615384615,4.384615385,4.538461538,3.666666667,4.923076923,3.833333333,4.166666667,4.181818182,4.5,4.538461538,3.461538462,3.769230769,4.166666667,5.222222222,5.4,5.285714286,4.403931624,4.244055944,4.313034188,4.15491453,6.25,0.680272109,7.482993197,93.75,1,6,71,131,0,0
264,0,2,2,8,8,97,1,8.4,11,1,3,1,1,1,0,0,5.230769231,5.692307692,5.307692308,4.692307692,6.416666667,4,5.5,4.181818182,4,5.538461538,4.076923077,2.833333333,4.846153846,5.272727273,3.5,3.4,3.461538462,3.97044289,4.659440559,5.223290598,4.113053613,3.472222222,0.680272109,4.761904762,96.52777778,1,120,71,140,1,1
265,0,2,2,8,,0,1,8.3,12,1,3,1,1,1,1,1,4.076923077,4.461538462,4.461538462,3.769230769,4.769230769,2.692307692,3.333333333,3.916666667,3.666666667,3.384615385,5.307692308,6.153846154,5.923076923,5.083333333,4.888888889,5.6,5.142857143,5.52982906,3.921794872,4.038461538,5.512286325,9.722222222,0.680272109,10.88435374,90.27777778,1,75.5,95,130,2,2
266,0,2,2,8,,0,0,9.8,12,1,3,1,1,1,1,1,4.230769231,4.384615385,4.769230769,4.461538462,4.615384615,4.307692308,4.416666667,4.416666667,4.583333333,4.461538462,4.230769231,4.230769231,4.384615385,5.166666667,4.555555556,4.8,4.642857143,4.627521368,4.421794872,4.461538462,4.584401709,22.22222222,0.680272109,22.44897959,77.77777778,1,46,-32,136.5,1,1
267,0,2,2,8,,0,0,7.6,12,1,3,1,1,3,1,1,4.923076923,4.307692308,5.230769231,4.846153846,5,4.846153846,4.416666667,5.5,4.083333333,4.615384615,5.153846154,4.384615385,4.923076923,5.5,4.777777778,5.8,5.142857143,5.077094017,4.753846154,4.858974359,4.896367521,,,,,0,,,,3,3
268,0,2,2,8,,0,1,9.2,12,1,3,1,1,2,1,1,3.846153846,4.384615385,5.153846154,3.846153846,4.846153846,4.923076923,4.416666667,4.333333333,5.25,4.153846154,4.307692308,4.615384615,4.230769231,5.166666667,4.555555556,4.6,4.571428571,4.633675214,4.492307692,4.5,4.642094017,16.66666667,5.442176871,12.92517007,83.33333333,1,59.5,109.5,270,1,1
272,0,2,2,8,,0,1,9.4,12,0,3,1,0,1,1,0,3.384615385,2.923076923,6.615384615,4.846153846,4.384615385,5.333333333,4.666666667,5.25,5.818181818,4.461538462,4,4.307692308,4.615384615,6.5,4.888888889,4.8,4.857142857,5.022393162,4.839277389,4.581196581,5.077991453,5.555555556,0,7.482993197,94.44444444,1,-19,-16,111.5,3,3
273,1,3,0,9,,0,1,,12,1,3,1,1,2,1,1,5.846153846,5.692307692,6.461538462,6.230769231,5.923076923,1.692307692,4.5,2.083333333,4.666666667,5.384615385,4.75,2.923076923,5.384615385,4.833333333,3.222222222,4.8,3.785714286,4.232649573,4.276923077,5.307692308,4.090811966,26.38888889,1.360544218,26.53061224,73.61111111,1,149.5,-18.5,64,0,0
274,1,3,0,9,,0,0,,11,0,3,1,0,2,0,0,4.846153846,5.076923077,5.769230769,4.461538462,5.923076923,3.846153846,3.416666667,3.916666667,3.583333333,4.076923077,5.615384615,5.692307692,6.230769231,5,5,5.2,5.071428571,5.424615385,4.121794872,4.987179487,5.480769231,11.80555556,4.081632653,9.523809524,88.19444444,1,-10,126.5,131,2,2
275,1,3,0,9,,0,1,,,,3,NA,NA,NA,NA,NA,3.384615385,4.769230769,4.384615385,4.076923077,6.153846154,4,4.666666667,3.916666667,3.333333333,2.846153846,4.615384615,4.692307692,5.538461538,4.833333333,6,5,5.642857143,5.212820513,3.875641026,4.461538462,5.266025641,29.16666667,8.843537415,21.76870748,70.83333333,1,127.5,62,391,2,2
276,1,3,0,9,,0,0,,14,1,3,1,1,1,0,0,4.615384615,5.666666667,4.416666667,4.333333333,5.461538462,2.461538462,5.545454545,5.083333333,5.3,4.461538462,5.538461538,4.846153846,5.166666667,4.909090909,5.333333333,5,5.214285714,5.051048951,5.185757576,4.492521368,5.063811189,27.08333333,3.401360544,25.17006803,72.91666667,1,-55,25.5,60.5,3,3
277,1,3,0,9,,0,0,,13,1,3,1,1,2,1,1,5.923076923,5.538461538,6.5,6.333333333,5.416666667,1.307692308,2.75,4.75,2.545454545,4.230769231,4.363636364,3.538461538,4.692307692,6.416666667,4.222222222,4.6,4.357142857,4.693931624,3.727972028,5.169871795,4.71741453,18.05555556,14.28571429,5.442176871,81.94444444,1,196.5,21.5,61.5,0,0
